id;reference;variation_index;rhythm_type;melody;clef;alter;support_sound;height;tempo;bar;note_length;;
3029;2147;1;1;cB dc cG GA | cB BG GF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3030;2147;2;1;cB dc cG GA | cB B!mark!F !mark!FF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3031;2147;1;1;cB dc cG GA | cG cB AF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3032;2148;1;1;cB dc cG GA | cB BG GF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3033;2148;2;1;cB dc cG GA | cB B!mark!F !mark!FF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3034;2148;1;1;cB dc cG GA | cG cB AF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3035;2149;1;1;cB dc cG GA | cB BG GF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3036;2149;2;1;cB dc cG GA | cB B!mark!F !mark!FF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3037;2149;1;1;cB dc cG GA | cG cB AF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3038;2150;1;1;cB dc cG GA | cB BG GF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3039;2150;2;1;cB dc cG GA | cB B!mark!F !mark!FF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3040;2150;1;1;cB dc cG GA | cG cB AF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3041;2151;1;1;cB dc cG GA | cB BG GF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3042;2151;2;1;cB dc cG GA | cB B!mark!F !mark!FF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3043;2151;1;1;cB dc cG GA | cG cB AF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3044;2152;1;1;cB dc cG GA | cB BG GF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3045;2152;2;1;cB dc cG GA | cB B!mark!F !mark!FF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3046;2152;1;1;cB dc cG GA | cG cB AF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3047;2153;1;1;cB dc cG GA | cB BG GF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3048;2153;2;1;cB dc cG GA | cB B!mark!F !mark!FF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3049;2153;1;1;cB dc cG GA | cG cB AF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3050;2154;1;1;cB dc cG GA | cB BG GF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3051;2154;2;1;cB dc cG GA | cB B!mark!F !mark!FF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3052;2154;1;1;cB dc cG GA | cG cB AF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3053;2155;1;1;CE/B/ GG AG FF | GE DC ED DD;&;_E  _A;d;0;0;0;1/8;;
3054;2155;2;1;C!mark!D/E/ GG AG F!mark!E | GE DC ED DD;&;_E  _A;d;0;0;0;1/8;;
3055;2156;1;1;Ac BA cA AF | FA FF FE EE;&;^F;e;0;0;0;1/8;;
3056;2156;2;1;Ac !mark!cA cA AF | FA !mark!AF !mark!EE EE;&;^F;e;0;0;0;1/8;;
3057;2157;1;1;Ac BA cA AF | FA FF FE EE;&;^F;e;0;0;0;1/8;;
3058;2157;2;1;Ac !mark!cA cA AF | FA !mark!AF !mark!EE EE;&;^F;e;0;0;0;1/8;;
3059;2158;1;1;Ac BA cA AF | FA FF FE EE;&;^F;e;0;0;0;1/8;;
3060;2158;2;1;Ac !mark!cA cA AF | FA !mark!AF !mark!EE EE;&;^F;e;0;0;0;1/8;;
3061;2159;1;1;cc ed fd cd | ec Ac BA AA;&;;a;0;0;0;1/8;;
3062;2160;1;1;cc ed fd cd | ec Ac BA AA;&;;a;0;0;0;1/8;;
3063;2161;1;1;GG BA cc BB | AG BA GE EE;&;^F;e;0;0;0;1/8;;
3064;2162;1;1;GG BA cc BB | AG BA GE EE;&;^F;e;0;0;0;1/8;;
3065;2163;1;1;ee fe ed Bc | ed cB AA AA;&;;a;0;0;0;1/8;;
3066;2164;1;1;ec cB BA AG | cB BG GF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3067;2164;2;1;ec c!mark!A !mark!c!mark!B !mark!BG | cB BG GF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3068;2165;1;1;ec cA cB BG | cB BG GF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3069;2165;2;1;ec c!mark!B !mark!B!mark!A !mark!AG | cB BG GF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3070;2166;1;1;ec cB BA AG | cB BG GF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3071;2166;2;1;ec cB !mark!cA AG | cB BG GF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3072;2166;1;1;ec cA cB BG | cB BG GF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3073;2167;1;1;ec cB BA AG | cB BG GF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3074;2167;2;1;ec cB !mark!cA AG | cB BG GF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3075;2167;1;1;ec cA cB BG | cB BG GF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3076;2168;1;1;ec cB BA AG | cB BG GF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3077;2168;2;1;ec cB !mark!cA AG | cB BG GF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3078;2168;1;1;ec cA cB BG | cB BG GF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3079;2169;1;1;ec cB BA AG | cB BG GF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3080;2169;2;1;ec cB !mark!cA AG | cB BG GF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3081;2169;1;1;ec cA cB BG | cB BG GF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3082;2170;1;1;ec cB BA AG | cB BG GF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3083;2170;2;1;ec cB !mark!cA AG | cB BG GF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3084;2170;1;1;ec cA cB BG | cB BG GF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3085;2171;1;1;ec cB BA AG | cB BG GF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3086;2171;2;1;ec cB !mark!cA AG | cB BG GF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3087;2171;1;1;ec cA cB BG | cB BG GF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3088;2172;1;1;cc ec dB BA | cB BG GF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3089;2172;2;1;cc ec dB B!mark!B | cB BG GF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3090;2173;1;1;cc ec dB BA | cB BG GF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3091;2173;2;1;cc ec dB B!mark!B | cB BG GF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3092;2174;1;1;cc ec dB BA | cB BG GF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3093;2174;2;1;cc ec dB B!mark!B | cB BG GF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3094;2175;1;1;cc ec dB BA | cB BG GF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3095;2175;2;1;cc ec dB B!mark!B | cB BG GF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3096;2176;1;1;cc ec dB BA | cB BG GF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3097;2176;2;1;cc ec dB B!mark!B | cB BG GF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3098;2177;1;1;cc ec dB BA | cB BG GF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3099;2177;2;1;cc ec dB B!mark!B | cB BG GF FF;&;^F ^C ^G;f;0;0;0;1/8;;
3100;2178;1;3A;GG/B/ d Hd2 cA/B/ c Hc2 | BA B HB2 AG G HG2;&;^F;g;0;0;0;1/8;;
3101;2178;2;3A;GG/B/ d Hd2 cA/B/ c Hc2 | B!mark!G !mark!G H!mark!A2 AG G HG2;&;^F;g;0;0;0;1/8;;
3102;2179;1;1;cA AG/F/ EC FF/G/ | BG GF/E/ DC FF;&;_B;f;0;0;0;1/8;;
3103;2179;1;1;cA AG/F/ EC/E/ GG/A/ | BG GE FG AA;&;_B;f;0;0;0;1/8;;
3104;2179;2;1;c!mark!A/F/ AG/F/ EC/E/ GG/A/ | B!mark!G/E/ GE FG AA;&;_B;f;0;0;0;1/8;;
3105;2180;1;4;FA/F/2 DA/F/2 DG2 FG2 | Bc/A/2 cB/G/2 BA2 GG2;&;^F;g;0;0;0;1/8;;
3106;2181;1;5;cc e2 g2 | fd e2 g2 | aa a2 g2 fd c2 c2;&;_E  _A;c;0;0;0;1/8;;
3107;2182;1;5;GB d2 d2 | Bc B2 G2 | AB c2 A2 AG G2 G2;&;^F;g;0;0;0;1/8;;
3108;2183;1;5;AA/G/ A2 G/A/2 | GE G/F/2 E2 | EG F2 D2 EF E2 E2;&;;e,c?;0;0;0;1/8;;
3109;2183;2;5;AA/G/ A2 G/A/2 | GE !mark!G2 E2 | EG F2 D2 EF E2 E2;&;;e,c?;0;0;0;1/8;;
3110;2184;1;5;BB c2 B2 | BA F2 G2 | AA B2 A2 GE E2 E2;&;^F;e;0;0;0;1/8;;
3111;2184;2;5;BB c2 B2 | BA F2 !mark!F2 | AA B2 A2 GE E2 E2;&;^F;e;0;0;0;1/8;;
3112;2186;1;5;GG B2 A2 | EF G2 F2 | FE A2 E2 D^C D2 D2;&;^F;d;0;0;0;1/8;;
3113;2188;1;5;ee e2 c2 | de d2 B2 | AB c2 A2 Bc B2 B2;&;;h;0;0;0;1/8;;
3114;3179;1;1;Bc BB cA Bd | BB AA Bc BB;&;^F;g;0;0;24;1/8;;
3115;3180;1;1;gg fe dd BA | ee cA dd df;&;^F ^C;d;0;0;48;1/8;;
3116;3181;1;1;EE GG AE EG | AA GE G^F/E/ EE;&;;a;0;0;0;1/8;;
3117;3182;1;1;GB BA GF FD | FA AG FE EE;&;^F;e;0;0;24;1/8;;
3118;3183;1;1;AA cB cB AA | cB AA ^G^G AA;&;;a;0;0;24;1/8;;
3119;3184;1;1;dB dd dB BG | BA dB BG GG;&;^F;g;0;0;24;1/8;;
3120;3185;1;1;BA BA AF F^F | GE EG AA AA;&;^F;a;0;0;0;1/8;;
3121;3186;1;1;BG BG FE AA | AF AG FE GG;&;^F;g;0;0;24;1/8;;
3122;3187;1;1;AF FG EC CC | FC DE EC CC;&;_B _E  _A;c;0;0;24;1/8;;
3123;3188;1;1;AF FG EC CC | FC DE EC CC;&;_B _E  _A;c;0;0;24;1/8;;
3124;3189;1;1;BA BB cA FF | dd de cc cc;&;_B _E;bh;0;0;24;1/8;;
3125;3189;2;1;BA BB c!mark!c FF | dd de cc cc;&;_B _E;bh;0;0;24;1/8;;
3126;3190;1;1;AB cB ed Bc | ed cB AA AA;&;;a;0;0;24;1/8;;
3127;3191;1;1;DD EG FF ED | FF FE DD DD;&;^F ^C;d;0;0;24;1/8;;
3128;3192;1;1;cA cc BA AG | cF FA cA AG;&;_B;f;0;0;24;1/8;;
3129;3193;1;1;dB dd dc Ac | ed cc BG GG;&;^F;g;0;0;24;1/8;;
3130;3194;1;1;GG AB cB BG | BA AF AG GG;&;^F;g;0;0;24;1/8;;
3131;3195;1;1/2;BG GB BA AA | AF FA AG G HG2;&;^F;g;0;0;24;1/8;;
3132;3196;1;1;Ac Ac cB BB | Bd Bd dc cc;&;_B;f;0;0;24;1/8;;
3133;3197;1;1;dB dB dc cA | cA cA cB BB;&;^F;g;0;0;24;1/8;;
3134;3197;2;1;dB dB dc !mark!AA | cA cA cB BB;&;^F;g;0;0;24;1/8;;
3135;3198;1;1;BB Bd dc AA | AA Ac cc BG;&;^F;g;0;0;24;1/8;;
3136;3199;1;5;BB B2 d2 | dB c2 A2 | AA A2 c2 cc B2 G2;&;^F;g;0;0;34;1/8;;
3137;3199;2;5;BB B2 d2 | d!mark!d c2 !mark!B2 | AA A2 c2 cc B2 G2;&;^F;g;0;0;34;1/8;;
3138;3200;1;5;BB B2 d2 | dB c2 A2 | AA A2 c2 cc B2 G2;&;^F;g;0;0;34;1/8;;
3139;3200;2;5;BB B2 d2 | d!mark!d c2 !mark!B2 | AA A2 c2 cc B2 G2;&;^F;g;0;0;34;1/8;;
3140;3201;1;1;GA BA/B/ dd cB | Ac BA GG GG;&;^F;g;0;0;24;1/8;;
3141;3202;1;1;FA cA cG GG | cA GF FF FF;&;_B;f;0;0;24;1/8;;
3142;3203;1;1;FF GF AG FF | AA GG FF FF;&;_B;f;0;0;24;1/8;;
3143;3204;1;1;dB GG FF AA | cc FF GG GG;&;^F;g;0;0;0;1/8;;
3144;3204;2;1;dB GG FF AA | cc FF GG G!mark!B;&;^F;g;0;0;0;1/8;;
3145;1403;1;1;cG cc cB dB | cB dd BG cc;&;;c;0;0;0;1/8;;
3146;1403;2;1;cG cc cB dB | c!mark!B/c/ dd BG cc;&;;c;0;0;0;1/8;;
3147;1404;1;1;cG cc cB dB | cB dd BG cc;&;;c;0;0;0;1/8;;
3148;1404;2;1;cG cc cB dB | c!mark!B/c/ dd BG cc;&;;c;0;0;0;1/8;;
3149;2600;1;1;BA GG cB AA | BA GG AA GG;&;^F;g;0;0;0;1/8;;
3150;2601;1;1;cc BA AG dd | de fB dc cc;&;;c;0;0;24;1/8;;
3151;2602;1;1;ee ce ee dc | dd Bd dd cB;&;;c;0;0;24;1/8;;
3152;2603;1;1/2;AB/c/ AB/c/ dB dc | BA AB cA A HA2;&;;a;0;0;24;1/8;;
3153;2604;1;1;EE GG BA AA | B/A/G FF FE EE;&;^F;e;0;0;0;1/8;;
3154;2605;1;1;AF FD GE EC | DD B,B, EE EE;&;;a;0;0;24;1/8;;
3155;2606;1;1;BG cc cA dd | dc BA AG GG;&;_B;f;0;0;24;1/8;;
3156;2607;1;1;GA BA G/D/G AB | GA BA G/D/G GG;&;^F;g;0;0;48;1/8;;
3157;2608;1;1;GB dG BA GG | GB dG BA GG;&;^F;g;0;0;48;1/8;;
3158;2608;1;1;BA/B/ cB BA/B/ cB | BA/B/ cB BA/B/ cB;&;^F;g;0;0;48;1/8;;
3159;2609;1;1;GA BA G/D/G AB | GA BA G/D/G GG;&;;g;0;0;48;1/8;;
3160;2609;1;1;GA BA G/D/G AB | GA BA G/D/G GG;&;;g;0;0;48;1/8;;
3161;2610;1;1;BG Bd dB dc | BG Ac AG GG;&;;c;0;0;44;1/8;;
3162;2611;1;1;de dB BG GF | cd cA cB Bc;&;_B _E;bh;0;0;24;1/8;;
3163;2612;1;1;GB BG BA GG | Ac BA AG GG;&;;c;0;0;24;1/8;;
3164;2612;2;1;GB BG BA GG | A!mark!A/c/ BA AG GG;&;;c;0;0;24;1/8;;
3165;2613;1;1;ee dB dd cA | cc AF GG GG;&;^F;g;0;0;44;1/8;;
3166;2613;2;1;ee dB dd cA | cc AF GG G!mark!B;&;^F;g;0;0;44;1/8;;
3167;2614;1;1;GE FA GF ED | GE FA GF ED;&;;c;0;0;24;1/8;;
3168;2615;1;1;FF DD GG GG | EC CC FF FF;&;;"f;c";0;0;24;1/8;;
3169;2616;1;1;CB, DF AG EE | GG GF DC CC;&;;c;0;0;24;1/8;;
3170;2617;1;1;AA GG FF CC | EE DD CC A,A,;&;;a;0;0;24;1/8;;
3171;2618;1;1;dd AA BB dd | dd cc BB BB;&;^F;g;0;0;0;1/8;;
3172;2618;2;1;dd AA BB dd | !mark!c!mark!c !mark!B!mark!B !mark!A!mark!A !mark!A!mark!A;&;^F;g;0;0;0;1/8;;
3173;2619;1;1;dd AA BB dd | dd cc BB BB;&;^F;g;0;0;0;1/8;;
3174;2619;2;1;dd AA BB dd | !mark!c!mark!c !mark!B!mark!B !mark!A!mark!A !mark!A!mark!A;&;^F;g;0;0;0;1/8;;
3175;2621;1;1;GG BB dd Bc | dd AB AG GG;&;^F;g;0;0;24;1/8;;
3176;2622;1;1;GB AB cB BG | BA AF AG GF;&;^F;g;0;0;0;1/8;;
3177;2623;1;1;GG BG dc dB | GG GG BG GG;&;_B _E;g;0;0;0;1/8;;
3178;2624;1;1;AA ce ed Be | dd BB AA AA;&;;a;0;0;24;1/8;;
3179;2625;1;1;Ac cB cA GA | cB AG AF FF;&;_B;f;0;0;24;1/8;;
3180;2626;1;1;GG GA/B/ cA AG | FF FG/A/ BA GG;&;_B;f;0;0;24;1/8;;
3181;2627;1;1;GG GA/B/ cA AG | FF FG/A/ BA GG;&;_B;f;0;0;24;1/8;;
3182;2628;1;1;GG GA/B/ cA AG | FF FG/A/ BA GG;&;_B;f;0;0;24;1/8;;
3183;2629;1;1;BB BA FG FF | AA AG EF EE;&;^F;e;0;0;24;1/8;;
3184;2630;1;1;dd fd cc cA | dc AA dB BB;&;_B _E;bh;0;0;24;1/8;;
3185;2630;2;1;dd fd cc !mark!AA | dc AA dB BB;&;_B _E;bh;0;0;24;1/8;;
3186;2631;1;1;dd cA BA AA | cc BA BG GG;&;^F;g;0;0;24;1/8;;
3187;2632;1;1;GG dd dc BA | dc BA AA GG;&;^F;g;0;0;38;1/8;;
3188;2633;1;1;ce ce dB BG | Ac Bc dB BB;&;;c;0;1/4=100;24;1/8;;
3189;2634;1;1;GG cA AG EE | AA GF FE EE;&;;c;0;0;24;1/8;;
3190;2635;1;1;GG cA AG EE | AA GF FE EE;&;;c;0;0;24;1/8;;
3191;2636;1;1;AA GG FF AD | DD ^C^C DD DD;&;_B;d;0;0;24;1/8;;
3192;2637;1;1;BA AG dc cd | BA AG cA AA;&;_B;d;0;0;24;1/8;;
3193;2638;1;1;dB Bc eA AA | ed cA GB BB;&;^F;g;0;0;24;1/8;;
3194;2638;2;1;dB Bc eA AA | ed cA GB B!mark!c;&;^F;g;0;0;24;1/8;;
3195;2639;1;1;AG/F/ EE AG/F/ EE | DD/F/ EE FG/F/ ED;&;_B;d;0;0;0;1/8;;
3196;2640;1;1;Bd dd Ac cc | GB BB FA AA;&;^F;g;0;0;24;1/8;;
3197;2641;1;1;AA GA BA GG | EE DE AA FF;&;_B;f;0;0;24;1/8;;
3198;2641;2;1;AA GA BA GG | EE D!mark!D !mark!F!mark!F FF;&;_B;f;0;0;24;1/8;;
3199;1499;1;1;GG GG cB AA | cB AA GG GD;&;;g;0;0;0;1/8;;
3200;1500;1;1;GG GG cB AA | cB AA GG GD;&;;g;0;0;0;1/8;;
3201;1501;1;1;GG GG cB AA | cB AA GG GD;&;;g;0;0;0;1/8;;
3202;1502;1;1;GG GG cB AA | cB AA GG GD;&;;g;0;0;0;1/8;;
3203;1503;1;1;GG GG cB AA | cB AA GG GD;&;;g;0;0;0;1/8;;
3204;1504;1;1;dd BG GF FF | ec cA cB BB;&;_B _E;h,g;0;0;0;1/8;;
3205;1504;2;1;d!mark!c BG GF !mark!GF | ec cA !mark!d!mark!c BB;&;_B _E;h,g;0;0;0;1/8;;
3206;1504;1;1;dd BG AG FF | ec cA cB BB;&;_B _E;h,g;0;0;0;1/8;;
3207;1504;2;1;d!mark!c BG !mark!B!mark!B !mark!BF | ec cA !mark!d!mark!c BB;&;_B _E;h,g;0;0;0;1/8;;
3208;1505;1;1;dd BG GF FF | ec cA cB BB;&;_B _E;h,g;0;0;0;1/8;;
3209;1505;2;1;d!mark!c BG GF !mark!GF | ec cA !mark!d!mark!c BB;&;_B _E;h,g;0;0;0;1/8;;
3210;1505;1;1;dd BG AG FF | ec cA cB BB;&;_B _E;h,g;0;0;0;1/8;;
3211;1505;2;1;d!mark!c BG !mark!B!mark!B !mark!BF | ec cA !mark!d!mark!c BB;&;_B _E;h,g;0;0;0;1/8;;
3212;1506;1;1;dd BG GF FF | ec cA cB BB;&;_B _E;h,g;0;0;0;1/8;;
3213;1506;2;1;d!mark!c BG GF !mark!GF | ec cA !mark!d!mark!c BB;&;_B _E;h,g;0;0;0;1/8;;
3214;1506;1;1;dd BG AG FF | ec cA cB BB;&;_B _E;h,g;0;0;0;1/8;;
3215;1506;2;1;d!mark!c BG !mark!B!mark!B !mark!BF | ec cA !mark!d!mark!c BB;&;_B _E;h,g;0;0;0;1/8;;
3216;1507;1;1;dd BG GF FF | ec cA cB BB;&;_B _E;h,g;0;0;0;1/8;;
3217;1507;2;1;d!mark!c BG GF !mark!GF | ec cA !mark!d!mark!c BB;&;_B _E;h,g;0;0;0;1/8;;
3218;1507;1;1;dd BG AG FF | ec cA cB BB;&;_B _E;h,g;0;0;0;1/8;;
3219;1507;2;1;d!mark!c BG !mark!B!mark!B !mark!BF | ec cA !mark!d!mark!c BB;&;_B _E;h,g;0;0;0;1/8;;
3220;1508;1;1;dd BG GF FF | ec cA cB BB;&;_B _E;h,g;0;0;0;1/8;;
3221;1508;2;1;d!mark!c BG GF !mark!GF | ec cA !mark!d!mark!c BB;&;_B _E;h,g;0;0;0;1/8;;
3222;1508;1;1;dd BG AG FF | ec cA cB BB;&;_B _E;h,g;0;0;0;1/8;;
3223;1508;2;1;d!mark!c BG !mark!B!mark!B !mark!BF | ec cA !mark!d!mark!c BB;&;_B _E;h,g;0;0;0;1/8;;
3224;1509;1;1;dd BG GF FF | ec cA cB BB;&;_B _E;h,g;0;0;0;1/8;;
3225;1509;2;1;d!mark!c BG GF !mark!GF | ec cA !mark!d!mark!c BB;&;_B _E;h,g;0;0;0;1/8;;
3226;1509;1;1;dd BG AG FF | ec cA cB BB;&;_B _E;h,g;0;0;0;1/8;;
3227;1509;2;1;d!mark!c BG !mark!B!mark!B !mark!BF | ec cA !mark!d!mark!c BB;&;_B _E;h,g;0;0;0;1/8;;
3228;1510;1;1;dd BG GF FF | ec cA cB BB;&;_B _E;h,g;0;0;0;1/8;;
3229;1510;2;1;d!mark!c BG GF !mark!GF | ec cA !mark!d!mark!c BB;&;_B _E;h,g;0;0;0;1/8;;
3230;1510;1;1;dd BG AG FF | ec cA cB BB;&;_B _E;h,g;0;0;0;1/8;;
3231;1510;2;1;d!mark!c BG !mark!B!mark!B !mark!BF | ec cA !mark!d!mark!c BB;&;_B _E;h,g;0;0;0;1/8;;
3232;1511;1;1;dd BG GF FF | ec cA cB BB;&;_B _E;h,g;0;0;0;1/8;;
3233;1511;2;1;d!mark!c BG GF !mark!GF | ec cA !mark!d!mark!c BB;&;_B _E;h,g;0;0;0;1/8;;
3234;1511;1;1;dd BG AG FF | ec cA cB BB;&;_B _E;h,g;0;0;0;1/8;;
3235;1511;2;1;d!mark!c BG !mark!B!mark!B !mark!BF | ec cA !mark!d!mark!c BB;&;_B _E;h,g;0;0;0;1/8;;
3236;1512;1;1;dd BG GF FF | ec cA cB BB;&;_B _E;h,g;0;0;0;1/8;;
3237;1512;2;1;d!mark!c BG GF !mark!GF | ec cA !mark!d!mark!c BB;&;_B _E;h,g;0;0;0;1/8;;
3238;1512;1;1;dd BG AG FF | ec cA cB BB;&;_B _E;h,g;0;0;0;1/8;;
3239;1512;2;1;d!mark!c BG !mark!B!mark!B !mark!BF | ec cA !mark!d!mark!c BB;&;_B _E;h,g;0;0;0;1/8;;
3240;1513;1;1;dd BG GF FF | ec cA cB BB;&;_B _E;h,g;0;0;0;1/8;;
3241;1513;2;1;d!mark!c BG GF !mark!GF | ec cA !mark!d!mark!c BB;&;_B _E;h,g;0;0;0;1/8;;
3242;1513;1;1;dd BG AG FF | ec cA cB BB;&;_B _E;h,g;0;0;0;1/8;;
3243;1513;2;1;d!mark!c BG !mark!B!mark!B !mark!BF | ec cA !mark!d!mark!c BB;&;_B _E;h,g;0;0;0;1/8;;
3244;1514;1;1;dd BG GF FF | ec cA cB BB;&;_B _E;h,g;0;0;0;1/8;;
3245;1514;2;1;d!mark!c BG GF !mark!GF | ec cA !mark!d!mark!c BB;&;_B _E;h,g;0;0;0;1/8;;
3246;1514;1;1;dd BG AG FF | ec cA cB BB;&;_B _E;h,g;0;0;0;1/8;;
3247;1514;2;1;d!mark!c BG !mark!B!mark!B !mark!BF | ec cA !mark!d!mark!c BB;&;_B _E;h,g;0;0;0;1/8;;
3248;1516;1;1;dd BG GF FF | ec cA cB BB;&;_B _E;h,g;0;0;0;1/8;;
3249;1516;2;1;d!mark!c BG GF !mark!GF | ec cA !mark!d!mark!c BB;&;_B _E;h,g;0;0;0;1/8;;
3250;1516;1;1;dd BG AG FF | ec cA cB BB;&;_B _E;h,g;0;0;0;1/8;;
3251;1516;2;1;d!mark!c BG !mark!B!mark!B !mark!BF | ec cA !mark!d!mark!c BB;&;_B _E;h,g;0;0;0;1/8;;
3252;3918;1;1;ec cA eB cG | AF BA GE EE;&;^F ^C ^G;a;0;0;44;1/8;;
3253;1518;1;1;GG BA cA BG | FF AF FD DD;&;^F;g,d;0;0;0;1/8;;
3254;1518;1;1;GG BA cB BG | GB AA FF DD;&;^F;g,d;0;0;0;1/8;;
3255;1518;1;1;GG BA cB BG | BG BG FE DD;&;^F;g,d;0;0;0;1/8;;
3256;1518;2;1;GG BA cB BG | !mark!E!mark!E BG FE DD;&;^F;g,d;0;0;0;1/8;;
3257;1519;1;1;GG BA cA BG | FF AF FD DD;&;^F;g,d;0;0;0;1/8;;
3258;1603;1;1;dd dB BA AB | cc cA AG GG;&;;g;0;0;0;1/8;;
3259;1604;1;1;FG AF cB AF | AG GF FF FF;&;_B;f;0;0;0;1/8;;
3260;1604;2;1;FG A!mark!c cB AF | !mark!G!mark!A G!mark!G FF FF;&;_B;f;0;0;0;1/8;;
3261;1604;1;1;FG Ac BA FA | AG GF FF FF;&;_B;f;0;0;0;1/8;;
3262;1604;2;1;FG Ac BA FA | !mark!G!mark!A G!mark!G FF FF;&;_B;f;0;0;0;1/8;;
3263;1605;1;1;GG BB AG GB | dc AA BG GG;&;;g;0;0;0;1/8;;
3264;1605;2;1;GG BB AG GB | dc AA !mark!AG GG;&;;g;0;0;0;1/8;;
3265;3361;1;1;ec c/B/c dB B/A/B | cA A/B/c/d/ ee ee;&;;a;0;0;24;1/8;;
3266;3513;1;1;dB Bd cB BA | BG GB cB AA;&;;a;0;0;44;1/8;;
3267;3513;2;1;dB Bd cB BA | BG GB cB !mark!BA;&;;a;0;0;44;1/8;;
3268;3514;1;2A;GA cA BB/A/ G2 G2 | AB cA BB/A/ G2 G2;&;;c;0;0;54;1/8;;
3269;3515;1;1;GG DD EE FF | EE DD CC CC;&;;c;0;0;24;1/8;;
3270;3516;1;1;GE GG GF DE | GE FF ED CC;&;;c;0;0;24;1/8;;
3271;3517;1;1;BB cB BA AA | AA BA AG GG;&;;c;0;0;0;1/8;;
3272;3518;1;2A;GG BG BB c/B/2 A2 | AB c/B/d/c/ B/A/G A2 G2;&;;c;0;0;0;1/8;;
3273;3519;1;1;GG BG BB AF | BB AF AA GG;&;^F;g;0;0;24;1/8;;
3274;3519;2;1;GG BG BB AF | BB AF A!mark!B GG;&;^F;g;0;0;24;1/8;;
3275;2466;1;1;dd fd dc cA | BB dB BA AA;&;_B _E;g;0;0;44;1/8;;
3276;2466;2;1;dd f!mark!e !mark!e!mark!d !mark!d!mark!B | BB dB BA AA;&;_B _E;g;0;0;44;1/8;;
3277;2467;1;1;dd fd dc cA | BB dB BA AA;&;_B _E;g;0;0;44;1/8;;
3278;2467;2;1;dd f!mark!e !mark!e!mark!d !mark!d!mark!B | BB dB BA AA;&;_B _E;g;0;0;44;1/8;;
3279;2468;1;1;dd fd dc cA | BB dB BA AA;&;_B _E;g;0;0;44;1/8;;
3280;2468;2;1;dd f!mark!e !mark!e!mark!d !mark!d!mark!B | BB dB BA AA;&;_B _E;g;0;0;44;1/8;;
3281;2469;1;1;AA GF cc AF | AA GE FF FF;&;_B _E  _A  _D;f;0;0;44;1/8;;
